,BU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,MA.CZC,PP.DCE,RB.SHF,TA.CZC,V.DCE,ZC.CZC
2013-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-08,0.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,-623.0,577.0,-748.0,0.0
2013-01-09,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,-625.0,583.0,-746.0,0.0
2013-01-10,0.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0,-622.0,584.0,-746.0,0.0
2013-01-11,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,-637.0,592.0,-752.0,0.0
2013-01-14,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,-624.0,586.0,-750.0,0.0
2013-01-15,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,-629.0,597.0,-754.0,0.0
2013-01-16,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,-635.0,596.0,-755.0,0.0
2013-01-17,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,-634.0,594.0,-755.0,0.0
2013-01-18,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,-625.0,584.0,-749.0,0.0
2013-01-21,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,-631.0,588.0,-750.0,0.0
2013-01-22,0.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,-627.0,592.0,-749.0,0.0
2013-01-23,0.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,-617.0,591.0,-749.0,0.0
2013-01-24,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,-620.0,589.0,-750.0,0.0
2013-01-25,0.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0,-613.0,585.0,-747.0,0.0
2013-01-28,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,-615.0,580.0,-745.0,0.0
2013-01-29,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,-614.0,578.0,-745.0,0.0
2013-01-30,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,-608.0,576.0,-741.0,0.0
2013-01-31,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,-606.0,578.0,-742.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,-600.0,574.0,-743.0,0.0
2013-02-04,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,-592.0,565.0,-740.0,0.0
2013-02-05,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,-604.0,569.0,-743.0,0.0
2013-02-06,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,-608.0,568.0,-748.0,0.0
2013-02-07,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,-606.0,563.0,-751.0,0.0
2013-02-08,0.0,0.0,0.0,-124.0,0.0,432.0,0.0,0.0,-606.0,561.0,0.0,0.0
2013-02-18,0.0,0.0,0.0,-127.0,0.0,442.0,0.0,0.0,-599.0,565.0,0.0,0.0
2013-02-19,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,-597.0,567.0,-752.0,0.0
2013-02-20,0.0,0.0,0.0,-128.0,0.0,443.0,0.0,0.0,-599.0,570.0,0.0,0.0
2013-02-21,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,-612.0,578.0,-758.0,0.0
2013-02-22,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,-619.0,584.0,-757.0,0.0
2013-02-25,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,-623.0,585.0,-760.0,0.0
2013-02-26,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,-632.0,599.0,-763.0,0.0
2013-02-27,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,-627.0,598.0,-765.0,0.0
2013-02-28,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,-617.0,593.0,-761.0,0.0
2013-03-01,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,-622.0,607.0,-764.0,0.0
2013-03-04,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,-640.0,620.0,-767.0,0.0
2013-03-05,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,-635.0,615.0,-764.0,0.0
2013-03-06,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,-635.0,610.0,-765.0,0.0
2013-03-07,0.0,0.0,0.0,142.0,0.0,473.0,0.0,0.0,-636.0,0.0,-767.0,0.0
2013-03-08,0.0,0.0,0.0,143.0,0.0,474.0,0.0,0.0,-636.0,0.0,-767.0,0.0
2013-03-11,0.0,0.0,0.0,144.0,0.0,474.0,0.0,0.0,-640.0,0.0,-769.0,0.0
2013-03-12,0.0,0.0,0.0,144.0,0.0,483.0,0.0,0.0,-642.0,0.0,-776.0,0.0
2013-03-13,0.0,0.0,0.0,146.0,0.0,482.0,0.0,0.0,-652.0,0.0,-778.0,0.0
2013-03-14,0.0,0.0,0.0,151.0,0.0,482.0,0.0,0.0,-664.0,0.0,-778.0,0.0
2013-03-15,0.0,0.0,0.0,150.0,0.0,473.0,0.0,0.0,-648.0,-607.0,0.0,0.0
2013-03-18,0.0,0.0,0.0,151.0,0.0,480.0,0.0,0.0,-653.0,-618.0,0.0,0.0
2013-03-19,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,-651.0,616.0,-773.0,0.0
2013-03-20,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,-646.0,619.0,-773.0,0.0
2013-03-21,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,-641.0,617.0,-750.0,0.0
2013-03-22,0.0,0.0,0.0,149.0,0.0,473.0,0.0,0.0,-645.0,0.0,-754.0,0.0
2013-03-25,0.0,0.0,0.0,99.0,221.0,-318.0,0.0,0.0,-426.0,419.0,-502.0,0.0
2013-03-26,0.0,0.0,0.0,100.0,218.0,319.0,0.0,0.0,-429.0,-423.0,-504.0,0.0
2013-03-27,0.0,0.0,0.0,101.0,220.0,319.0,0.0,0.0,-429.0,-429.0,-504.0,0.0
2013-03-28,0.0,0.0,0.0,104.0,221.0,322.0,0.0,0.0,-436.0,-427.0,-507.0,0.0
2013-03-29,0.0,0.0,0.0,105.0,224.0,319.0,0.0,0.0,-437.0,-429.0,-505.0,0.0
2013-04-01,0.0,0.0,0.0,106.0,231.0,326.0,0.0,0.0,-448.0,-435.0,-508.0,0.0
2013-04-02,0.0,0.0,0.0,103.0,226.0,324.0,0.0,0.0,-442.0,-425.0,-507.0,0.0
2013-04-03,0.0,0.0,0.0,103.0,228.0,325.0,0.0,0.0,-439.0,-422.0,-506.0,0.0
2013-04-08,0.0,0.0,0.0,102.0,228.0,326.0,0.0,0.0,-435.0,-420.0,-502.0,0.0
2013-04-09,0.0,0.0,0.0,102.0,227.0,326.0,0.0,0.0,-433.0,-419.0,-501.0,0.0
2013-04-10,0.0,0.0,0.0,103.0,229.0,325.0,0.0,0.0,-433.0,-412.0,-500.0,0.0
2013-04-11,0.0,0.0,0.0,104.0,230.0,326.0,0.0,0.0,-436.0,-416.0,-502.0,0.0
2013-04-12,0.0,0.0,0.0,104.0,230.0,330.0,0.0,0.0,-434.0,-414.0,-503.0,0.0
2013-04-15,0.0,0.0,0.0,108.0,237.0,338.0,0.0,0.0,-446.0,-429.0,-511.0,0.0
2013-04-16,0.0,0.0,0.0,107.0,236.0,338.0,0.0,0.0,-444.0,-433.0,-514.0,0.0
2013-04-17,0.0,0.0,0.0,109.0,238.0,340.0,0.0,0.0,-451.0,-433.0,-514.0,0.0
2013-04-18,0.0,0.0,0.0,109.0,240.0,345.0,0.0,0.0,-456.0,-443.0,-514.0,0.0
2013-04-19,0.0,0.0,0.0,108.0,239.0,338.0,0.0,0.0,-452.0,-431.0,-511.0,0.0
2013-04-22,0.0,0.0,0.0,110.0,242.0,341.0,0.0,0.0,-457.0,-434.0,-514.0,0.0
2013-04-23,0.0,0.0,0.0,112.0,245.0,345.0,0.0,0.0,-463.0,-438.0,-515.0,0.0
2013-04-24,0.0,0.0,0.0,110.0,243.0,340.0,0.0,0.0,-457.0,-432.0,-512.0,0.0
2013-04-25,0.0,0.0,0.0,110.0,243.0,335.0,0.0,0.0,-457.0,-427.0,-510.0,0.0
2013-04-26,0.0,0.0,0.0,111.0,244.0,337.0,0.0,0.0,-463.0,-429.0,-512.0,0.0
2013-05-02,0.0,0.0,0.0,113.0,248.0,340.0,0.0,0.0,-471.0,-433.0,-513.0,0.0
2013-05-03,0.0,0.0,0.0,111.0,246.0,335.0,0.0,0.0,-465.0,-429.0,-510.0,0.0
2013-05-06,0.0,0.0,0.0,110.0,244.0,330.0,0.0,0.0,-460.0,-424.0,-505.0,0.0
2013-05-07,0.0,0.0,0.0,111.0,245.0,333.0,0.0,0.0,-460.0,-431.0,-504.0,0.0
2013-05-08,0.0,0.0,0.0,109.0,242.0,328.0,0.0,0.0,-454.0,-424.0,-503.0,0.0
2013-05-09,0.0,0.0,0.0,110.0,243.0,328.0,0.0,0.0,-460.0,-425.0,-505.0,0.0
2013-05-10,0.0,0.0,0.0,108.0,242.0,325.0,0.0,0.0,-458.0,-424.0,-502.0,0.0
2013-05-13,0.0,0.0,0.0,-106.0,236.0,327.0,0.0,0.0,-456.0,425.0,-502.0,0.0
2013-05-14,0.0,0.0,0.0,-106.0,235.0,329.0,0.0,0.0,-459.0,425.0,-503.0,0.0
2013-05-15,0.0,0.0,0.0,-110.0,243.0,333.0,0.0,0.0,-469.0,430.0,-510.0,0.0
2013-05-16,0.0,0.0,0.0,110.0,242.0,332.0,0.0,0.0,-470.0,-431.0,-510.0,0.0
2013-05-17,0.0,0.0,0.0,107.0,239.0,327.0,0.0,0.0,-460.0,-426.0,-507.0,0.0
2013-05-20,0.0,0.0,0.0,-107.0,239.0,328.0,0.0,0.0,-462.0,-428.0,505.0,0.0
2013-05-21,0.0,0.0,0.0,-107.0,239.0,322.0,0.0,0.0,-464.0,421.0,-505.0,0.0
2013-05-22,0.0,0.0,0.0,-106.0,237.0,320.0,0.0,0.0,-464.0,-423.0,503.0,0.0
2013-05-23,0.0,0.0,0.0,-108.0,243.0,328.0,0.0,0.0,-469.0,428.0,-508.0,0.0
2013-05-24,0.0,0.0,0.0,-107.0,243.0,323.0,0.0,0.0,-467.0,424.0,-506.0,0.0
2013-05-27,0.0,0.0,0.0,-110.0,246.0,326.0,0.0,0.0,-477.0,-425.0,509.0,0.0
2013-05-28,0.0,0.0,0.0,110.0,247.0,325.0,0.0,0.0,-477.0,-424.0,-509.0,0.0
2013-05-29,0.0,0.0,0.0,112.0,250.0,324.0,0.0,0.0,-485.0,-424.0,-509.0,0.0
2013-05-30,0.0,0.0,0.0,112.0,251.0,325.0,0.0,0.0,-485.0,-425.0,-506.0,0.0
2013-05-31,0.0,0.0,0.0,114.0,254.0,324.0,0.0,0.0,-488.0,-423.0,-505.0,0.0
2013-06-03,0.0,0.0,0.0,112.0,253.0,323.0,0.0,0.0,-479.0,-419.0,-504.0,0.0
2013-06-04,0.0,0.0,0.0,111.0,252.0,321.0,0.0,0.0,-479.0,-420.0,-505.0,0.0
2013-06-05,0.0,0.0,0.0,112.0,253.0,316.0,0.0,0.0,-479.0,-417.0,-502.0,0.0
2013-06-06,0.0,0.0,0.0,116.0,263.0,317.0,0.0,0.0,-487.0,-419.0,-503.0,0.0
2013-06-07,0.0,0.0,0.0,116.0,267.0,310.0,0.0,0.0,-487.0,-418.0,-502.0,0.0
2013-06-13,0.0,0.0,0.0,116.0,268.0,316.0,0.0,0.0,-487.0,-421.0,-504.0,0.0
2013-06-14,0.0,0.0,0.0,116.0,270.0,312.0,0.0,0.0,-487.0,-418.0,-499.0,0.0
2013-06-17,0.0,0.0,0.0,115.0,267.0,309.0,0.0,0.0,-479.0,-417.0,-499.0,0.0
2013-06-18,0.0,0.0,0.0,115.0,267.0,312.0,0.0,0.0,-478.0,-417.0,-502.0,0.0
2013-06-19,0.0,0.0,0.0,114.0,269.0,312.0,0.0,0.0,-473.0,-416.0,-499.0,0.0
2013-06-20,0.0,0.0,0.0,118.0,276.0,316.0,0.0,0.0,-479.0,-420.0,-502.0,0.0
2013-06-21,0.0,0.0,0.0,114.0,276.0,317.0,0.0,0.0,-474.0,-421.0,-509.0,0.0
2013-06-24,0.0,0.0,0.0,-116.0,278.0,323.0,0.0,0.0,-483.0,-428.0,514.0,0.0
2013-06-25,0.0,0.0,0.0,-115.0,275.0,319.0,0.0,0.0,-482.0,-426.0,509.0,0.0
2013-06-26,0.0,0.0,0.0,-117.0,277.0,322.0,0.0,0.0,-487.0,-427.0,510.0,0.0
2013-06-27,0.0,0.0,0.0,116.0,276.0,319.0,0.0,0.0,-480.0,-425.0,-509.0,0.0
2013-06-28,0.0,0.0,0.0,-115.0,278.0,320.0,0.0,0.0,-478.0,-426.0,510.0,0.0
2013-07-01,0.0,0.0,0.0,-115.0,267.0,319.0,0.0,0.0,-478.0,-422.0,507.0,0.0
2013-07-02,0.0,0.0,0.0,-115.0,269.0,315.0,0.0,0.0,-476.0,-421.0,507.0,0.0
2013-07-03,0.0,0.0,0.0,-117.0,269.0,313.0,0.0,0.0,-461.0,-421.0,504.0,0.0
2013-07-04,0.0,0.0,0.0,116.0,266.0,-322.0,0.0,0.0,-460.0,-423.0,504.0,0.0
2013-07-05,0.0,0.0,0.0,-115.0,266.0,324.0,0.0,0.0,-460.0,-424.0,503.0,0.0
2013-07-08,0.0,0.0,0.0,-117.0,268.0,325.0,0.0,0.0,-462.0,-424.0,506.0,0.0
2013-07-09,0.0,0.0,0.0,-117.0,270.0,323.0,0.0,0.0,-463.0,-423.0,507.0,0.0
2013-07-10,0.0,0.0,0.0,-115.0,262.0,320.0,0.0,0.0,-458.0,-438.0,503.0,0.0
2013-07-11,0.0,0.0,0.0,-114.0,-261.0,315.0,0.0,0.0,-457.0,430.0,501.0,0.0
2013-07-12,0.0,0.0,0.0,-116.0,-264.0,316.0,0.0,0.0,-456.0,431.0,501.0,0.0
2013-07-15,0.0,0.0,0.0,-116.0,267.0,316.0,0.0,0.0,-455.0,430.0,-499.0,0.0
2013-07-16,0.0,0.0,0.0,-116.0,266.0,317.0,0.0,0.0,-453.0,431.0,-499.0,0.0
2013-07-17,0.0,0.0,0.0,-114.0,261.0,318.0,0.0,0.0,-453.0,431.0,-495.0,0.0
2013-07-18,0.0,0.0,0.0,-114.0,-259.0,314.0,0.0,0.0,-453.0,429.0,488.0,0.0
2013-07-19,0.0,0.0,0.0,-113.0,-258.0,313.0,0.0,0.0,-451.0,428.0,490.0,0.0
2013-07-22,0.0,0.0,0.0,-113.0,-257.0,312.0,0.0,0.0,-453.0,421.0,488.0,0.0
2013-07-23,0.0,0.0,0.0,-112.0,-256.0,311.0,0.0,0.0,-452.0,423.0,488.0,0.0
2013-07-24,0.0,0.0,0.0,-112.0,-258.0,308.0,0.0,0.0,-451.0,422.0,488.0,0.0
2013-07-25,0.0,0.0,0.0,-113.0,-259.0,310.0,0.0,0.0,-452.0,424.0,489.0,0.0
2013-07-26,0.0,0.0,0.0,-113.0,-260.0,311.0,0.0,0.0,-454.0,426.0,496.0,0.0
2013-07-29,0.0,0.0,0.0,-115.0,-264.0,313.0,0.0,0.0,-458.0,430.0,501.0,0.0
2013-07-30,0.0,0.0,0.0,-115.0,-264.0,313.0,0.0,0.0,-459.0,429.0,502.0,0.0
2013-07-31,0.0,0.0,0.0,-114.0,262.0,310.0,0.0,0.0,-457.0,-423.0,499.0,0.0
2013-08-01,0.0,0.0,0.0,-113.0,260.0,307.0,0.0,0.0,-457.0,-419.0,493.0,0.0
2013-08-02,0.0,0.0,0.0,-112.0,257.0,307.0,0.0,0.0,-453.0,-419.0,492.0,0.0
2013-08-05,0.0,0.0,0.0,-112.0,-256.0,306.0,0.0,0.0,-452.0,416.0,489.0,0.0
2013-08-06,0.0,0.0,0.0,-113.0,-257.0,304.0,0.0,0.0,-452.0,417.0,491.0,0.0
2013-08-07,0.0,0.0,0.0,-112.0,-256.0,307.0,0.0,0.0,-449.0,419.0,492.0,0.0
2013-08-08,0.0,0.0,0.0,-110.0,-250.0,308.0,0.0,0.0,-445.0,418.0,489.0,0.0
2013-08-09,0.0,0.0,0.0,-109.0,-245.0,310.0,0.0,0.0,-444.0,419.0,490.0,0.0
2013-08-12,0.0,0.0,0.0,-105.0,-239.0,311.0,0.0,0.0,-437.0,418.0,490.0,0.0
2013-08-13,0.0,0.0,0.0,-103.0,-236.0,306.0,0.0,0.0,-434.0,412.0,487.0,0.0
2013-08-14,0.0,0.0,0.0,-104.0,-238.0,314.0,0.0,0.0,-436.0,416.0,493.0,0.0
2013-08-15,0.0,0.0,0.0,-104.0,-237.0,313.0,0.0,0.0,-436.0,414.0,496.0,0.0
2013-08-16,0.0,0.0,0.0,-105.0,-241.0,313.0,0.0,0.0,-437.0,415.0,496.0,0.0
2013-08-19,0.0,0.0,0.0,-104.0,-239.0,315.0,0.0,0.0,-437.0,416.0,496.0,0.0
2013-08-20,0.0,0.0,0.0,-104.0,-237.0,315.0,0.0,0.0,-439.0,422.0,499.0,0.0
2013-08-21,0.0,0.0,0.0,-104.0,-237.0,313.0,0.0,0.0,-440.0,424.0,499.0,0.0
2013-08-22,0.0,0.0,0.0,-104.0,-237.0,313.0,0.0,0.0,-442.0,422.0,501.0,0.0
2013-08-23,0.0,0.0,0.0,-102.0,-234.0,314.0,0.0,0.0,-437.0,424.0,501.0,0.0
2013-08-26,0.0,0.0,0.0,-101.0,-232.0,309.0,0.0,0.0,-437.0,417.0,498.0,0.0
2013-08-27,0.0,0.0,0.0,-101.0,-235.0,305.0,0.0,0.0,-437.0,416.0,498.0,0.0
2013-08-28,0.0,0.0,0.0,-105.0,-243.0,302.0,0.0,0.0,-442.0,417.0,499.0,0.0
2013-08-29,0.0,0.0,0.0,-105.0,-245.0,304.0,0.0,0.0,-445.0,416.0,500.0,0.0
2013-08-30,0.0,0.0,0.0,-105.0,-245.0,308.0,0.0,0.0,-444.0,415.0,502.0,0.0
2013-09-02,0.0,0.0,0.0,-102.0,238.0,308.0,0.0,0.0,-440.0,-417.0,501.0,0.0
2013-09-03,0.0,0.0,0.0,-103.0,-240.0,307.0,0.0,0.0,-445.0,418.0,501.0,0.0
2013-09-04,0.0,0.0,0.0,-104.0,-241.0,308.0,0.0,0.0,-446.0,419.0,501.0,0.0
2013-09-05,0.0,0.0,0.0,-103.0,-239.0,304.0,0.0,0.0,-447.0,419.0,499.0,0.0
2013-09-06,0.0,0.0,0.0,-104.0,-240.0,304.0,0.0,0.0,-448.0,420.0,500.0,0.0
2013-09-09,0.0,0.0,0.0,-103.0,-238.0,301.0,0.0,0.0,-444.0,414.0,501.0,0.0
2013-09-10,0.0,0.0,0.0,-104.0,-240.0,304.0,0.0,0.0,-446.0,418.0,502.0,0.0
2013-09-11,0.0,0.0,0.0,-104.0,240.0,305.0,0.0,0.0,-447.0,-423.0,500.0,0.0
2013-09-12,0.0,0.0,0.0,-105.0,-243.0,305.0,0.0,0.0,-449.0,422.0,502.0,0.0
2013-09-13,0.0,0.0,0.0,-106.0,245.0,305.0,0.0,0.0,-456.0,-424.0,502.0,0.0
2013-09-16,0.0,0.0,0.0,-106.0,245.0,310.0,0.0,0.0,-457.0,-426.0,504.0,0.0
2013-09-17,0.0,0.0,0.0,-106.0,243.0,311.0,0.0,0.0,-457.0,-428.0,504.0,0.0
2013-09-18,0.0,0.0,0.0,-105.0,239.0,310.0,0.0,0.0,-459.0,-428.0,507.0,0.0
2013-09-23,0.0,0.0,0.0,-105.0,237.0,309.0,0.0,0.0,-456.0,-426.0,506.0,0.0
2013-09-24,0.0,0.0,0.0,-105.0,239.0,310.0,0.0,0.0,-460.0,-427.0,509.0,0.0
2013-09-25,0.0,0.0,0.0,-105.0,238.0,310.0,0.0,0.0,-460.0,-427.0,509.0,0.0
2013-09-26,0.0,0.0,0.0,-105.0,239.0,307.0,0.0,0.0,-461.0,-425.0,511.0,0.0
2013-09-27,0.0,0.0,0.0,-106.0,242.0,304.0,0.0,0.0,-466.0,-429.0,511.0,0.0
2013-09-30,0.0,0.0,0.0,-108.0,244.0,304.0,0.0,0.0,-465.0,-429.0,511.0,0.0
2013-10-08,0.0,0.0,0.0,-107.0,244.0,299.0,0.0,0.0,-463.0,-429.0,510.0,0.0
2013-10-09,0.0,0.0,0.0,-160.0,370.0,0.0,0.0,0.0,-697.0,644.0,0.0,0.0
2013-10-10,0.0,0.0,0.0,-107.0,246.0,297.0,0.0,0.0,-463.0,-429.0,509.0,0.0
2013-10-11,373.0,0.0,0.0,-107.0,247.0,294.0,0.0,0.0,-463.0,-428.0,0.0,0.0
2013-10-14,375.0,0.0,0.0,-105.0,242.0,290.0,0.0,0.0,-460.0,-427.0,0.0,0.0
2013-10-15,375.0,0.0,0.0,-106.0,244.0,294.0,0.0,0.0,-462.0,-428.0,0.0,0.0
2013-10-16,376.0,0.0,0.0,-106.0,246.0,294.0,0.0,0.0,-467.0,-429.0,0.0,0.0
2013-10-17,378.0,0.0,0.0,-107.0,246.0,294.0,0.0,0.0,-468.0,-438.0,0.0,0.0
2013-10-18,378.0,0.0,0.0,-107.0,246.0,293.0,0.0,0.0,-467.0,-436.0,0.0,0.0
2013-10-21,374.0,0.0,-172.0,-105.0,243.0,294.0,0.0,0.0,-467.0,0.0,0.0,0.0
2013-10-22,375.0,0.0,-176.0,-106.0,246.0,297.0,0.0,0.0,-469.0,0.0,0.0,0.0
2013-10-23,376.0,0.0,-177.0,-106.0,248.0,296.0,0.0,0.0,-471.0,0.0,0.0,0.0
2013-10-24,374.0,0.0,-180.0,-108.0,253.0,295.0,0.0,0.0,-474.0,0.0,0.0,0.0
2013-10-25,378.0,0.0,-182.0,0.0,255.0,0.0,0.0,0.0,-478.0,-442.0,520.0,0.0
2013-10-28,391.0,0.0,-181.0,0.0,254.0,295.0,0.0,0.0,-478.0,-442.0,0.0,0.0
2013-10-29,390.0,0.0,-181.0,0.0,257.0,291.0,0.0,0.0,-477.0,-441.0,0.0,0.0
2013-10-30,386.0,0.0,-180.0,103.0,257.0,0.0,0.0,0.0,-473.0,-441.0,0.0,0.0
2013-10-31,388.0,0.0,0.0,-104.0,260.0,293.0,0.0,0.0,-458.0,-443.0,0.0,0.0
2013-11-01,387.0,0.0,-177.0,-103.0,259.0,290.0,0.0,0.0,-454.0,0.0,0.0,0.0
2013-11-04,386.0,0.0,-175.0,-104.0,261.0,293.0,0.0,0.0,-453.0,0.0,0.0,0.0
2013-11-05,387.0,0.0,-176.0,-104.0,248.0,292.0,0.0,0.0,-454.0,0.0,0.0,0.0
2013-11-06,387.0,0.0,-177.0,-105.0,247.0,295.0,0.0,0.0,-458.0,0.0,0.0,0.0
2013-11-07,390.0,0.0,0.0,-105.0,246.0,296.0,0.0,0.0,-453.0,-441.0,0.0,0.0
2013-11-08,391.0,0.0,0.0,-106.0,249.0,297.0,0.0,0.0,-455.0,-438.0,0.0,0.0
2013-11-11,390.0,0.0,0.0,-106.0,249.0,296.0,0.0,0.0,-454.0,-438.0,0.0,0.0
2013-11-12,387.0,0.0,0.0,-105.0,248.0,293.0,0.0,0.0,-454.0,-440.0,0.0,0.0
2013-11-13,389.0,0.0,-177.0,-104.0,247.0,292.0,0.0,0.0,0.0,-441.0,0.0,0.0
2013-11-14,391.0,0.0,-178.0,-104.0,247.0,306.0,0.0,0.0,0.0,-440.0,0.0,0.0
2013-11-15,390.0,0.0,-179.0,-105.0,249.0,307.0,0.0,0.0,0.0,-441.0,0.0,0.0
2013-11-18,388.0,0.0,0.0,-105.0,249.0,306.0,0.0,0.0,0.0,-442.0,-528.0,0.0
2013-11-19,388.0,0.0,-177.0,-103.0,247.0,308.0,0.0,0.0,0.0,-443.0,0.0,0.0
2013-11-20,387.0,0.0,-177.0,-103.0,244.0,306.0,0.0,0.0,0.0,-443.0,0.0,0.0
2013-11-21,388.0,0.0,-179.0,-104.0,248.0,306.0,0.0,0.0,0.0,-444.0,0.0,0.0
2013-11-22,384.0,0.0,-179.0,-103.0,247.0,306.0,0.0,0.0,0.0,-445.0,0.0,0.0
2013-11-25,383.0,0.0,-179.0,-104.0,248.0,304.0,0.0,0.0,0.0,-449.0,0.0,0.0
2013-11-26,381.0,0.0,-177.0,-103.0,248.0,300.0,0.0,0.0,0.0,-448.0,0.0,0.0
2013-11-27,384.0,0.0,-178.0,-103.0,251.0,299.0,0.0,0.0,0.0,-449.0,0.0,0.0
2013-11-28,383.0,0.0,-177.0,-103.0,250.0,299.0,0.0,0.0,0.0,-449.0,0.0,0.0
2013-11-29,383.0,0.0,-177.0,-103.0,250.0,298.0,0.0,0.0,0.0,-446.0,0.0,0.0
2013-12-02,383.0,0.0,-178.0,-102.0,248.0,297.0,0.0,0.0,0.0,-445.0,0.0,0.0
2013-12-03,380.0,0.0,-177.0,-103.0,250.0,297.0,0.0,0.0,0.0,-443.0,0.0,0.0
2013-12-04,380.0,0.0,-175.0,-102.0,247.0,295.0,0.0,0.0,0.0,-442.0,0.0,0.0
2013-12-05,381.0,0.0,-176.0,-103.0,247.0,296.0,0.0,0.0,0.0,-447.0,0.0,0.0
2013-12-06,377.0,0.0,-177.0,-103.0,250.0,295.0,0.0,0.0,0.0,0.0,-511.0,0.0
2013-12-09,379.0,0.0,-176.0,-103.0,250.0,293.0,0.0,0.0,0.0,0.0,-512.0,0.0
2013-12-10,380.0,0.0,-177.0,-103.0,250.0,296.0,0.0,0.0,0.0,0.0,-516.0,0.0
2013-12-11,380.0,0.0,-178.0,-103.0,251.0,298.0,0.0,0.0,0.0,0.0,-517.0,0.0
2013-12-12,380.0,0.0,-179.0,-104.0,252.0,298.0,0.0,0.0,-447.0,0.0,0.0,0.0
2013-12-13,381.0,0.0,-182.0,-107.0,258.0,297.0,0.0,0.0,0.0,0.0,-518.0,0.0
2013-12-16,382.0,0.0,-182.0,0.0,258.0,299.0,0.0,0.0,0.0,-448.0,-518.0,0.0
2013-12-17,385.0,0.0,-183.0,0.0,258.0,298.0,0.0,0.0,0.0,-450.0,-517.0,0.0
2013-12-18,385.0,0.0,-184.0,0.0,258.0,301.0,0.0,0.0,0.0,-454.0,-518.0,0.0
2013-12-19,385.0,0.0,-184.0,0.0,259.0,303.0,0.0,0.0,-456.0,0.0,-526.0,0.0
2013-12-20,386.0,0.0,-184.0,0.0,265.0,301.0,0.0,0.0,-460.0,0.0,-517.0,0.0
2013-12-23,385.0,0.0,-187.0,0.0,266.0,303.0,0.0,0.0,-461.0,0.0,-519.0,0.0
2013-12-24,385.0,0.0,-185.0,0.0,265.0,304.0,0.0,0.0,-459.0,0.0,-520.0,0.0
2013-12-25,384.0,0.0,-185.0,0.0,265.0,300.0,0.0,0.0,-463.0,0.0,-518.0,0.0
2013-12-26,0.0,0.0,-186.0,110.0,266.0,298.0,0.0,0.0,-462.0,0.0,-517.0,0.0
2013-12-27,386.0,0.0,-184.0,110.0,268.0,0.0,0.0,0.0,-461.0,0.0,-516.0,0.0
2013-12-30,0.0,0.0,-183.0,112.0,272.0,297.0,0.0,0.0,-466.0,0.0,-517.0,0.0
2013-12-31,0.0,0.0,-183.0,114.0,276.0,300.0,0.0,0.0,-467.0,0.0,-519.0,0.0
2014-01-02,0.0,0.0,-184.0,115.0,278.0,300.0,0.0,0.0,-464.0,0.0,-522.0,0.0
2014-01-03,0.0,0.0,-185.0,117.0,282.0,301.0,0.0,0.0,-471.0,0.0,-522.0,0.0
